id,created_at,favorited,retweeted,user_name,user_id,mentions,hts,is_retweet,original_id,original_created_at,original_user_name,original_user_id,full_text,favorite_count,retweet_count
1233961457152380929,Sun Mar 01 03:45:11 +0000 2020,False,False,Fabiana Martínez,200214631,CulturaNacionAR lucianapeker sztajnszrajber,,True,1233943580621844481,Sun Mar 01 02:34:09 +0000 2020,Cultura Nación,216106179,♀ TEC CONVERSA: @lucianapeker y @sztajnszrajber hablan sobre filosofía y feminismo mañana a las 20 h en la Nave de la Ciencia de @TecnopolisArg.  📌 Toda la programación acá 👉 https://t.co/ixsa4EpBXE. #NosotrasMovemosElMundo #ArgentinaUnida https://t.co/jYhhRy8Lcl,33,8
1233961344019378177,Sun Mar 01 03:44:44 +0000 2020,False,False,Fabiana Martínez,200214631,TecnopolisArg lucianapeker sztajnszrajber,,True,1233948740265926656,Sun Mar 01 02:54:39 +0000 2020,Tecnópolis,299896959,♀ TEC CONVERSA:  @lucianapeker y @sztajnszrajber hablan sobre filosofía y feminismo mañana a las 20 h en la Nave de la Ciencia de  @TecnopolisArg  📌Toda la programación acá 👉 https://t.co/5xPU7KQwLl. #NosotrasMovemosElMundo #ArgentinaUnida https://t.co/EZd1roRGus,53,10
1233960927470522368,Sun Mar 01 03:43:05 +0000 2020,False,False,Vane Pase,4786390163,MinGenerosAR TecnopolisArg,NosotrasMovemosElMundo,True,1233816272212766720,Sat Feb 29 18:08:17 +0000 2020,"Ministerio de las Mujeres, Géneros y Diversidad",1207713682718969856,"¡Es mañana! #NosotrasMovemosElMundo arranca en @TecnopolisArg, de 18 a 23. Sumate a esta semana histórica. La entrada es libre y gratuita. 📌 Recordá que del 4 al 7 de marzo seguimos en @elCCKirchner. 13 a 20 hs. Conocé la propuesta y toda la agenda 👉 https://t.co/kndCLWfY2D https://t.co/1ccuz17CSY",123,52
1233960783513636864,Sun Mar 01 03:42:31 +0000 2020,False,False,RODRIGUEZKA,2411324736,TecnopolisArg lucianapeker sztajnszrajber,,True,1233948740265926656,Sun Mar 01 02:54:39 +0000 2020,Tecnópolis,299896959,♀ TEC CONVERSA:  @lucianapeker y @sztajnszrajber hablan sobre filosofía y feminismo mañana a las 20 h en la Nave de la Ciencia de  @TecnopolisArg  📌Toda la programación acá 👉 https://t.co/5xPU7KQwLl. #NosotrasMovemosElMundo #ArgentinaUnida https://t.co/EZd1roRGus,53,10
1233959677047779328,Sun Mar 01 03:38:07 +0000 2020,False,False,eli,4498816109,CulturaNacionAR lucianapeker sztajnszrajber,,True,1233943580621844481,Sun Mar 01 02:34:09 +0000 2020,Cultura Nación,216106179,♀ TEC CONVERSA: @lucianapeker y @sztajnszrajber hablan sobre filosofía y feminismo mañana a las 20 h en la Nave de la Ciencia de @TecnopolisArg.  📌 Toda la programación acá 👉 https://t.co/ixsa4EpBXE. #NosotrasMovemosElMundo #ArgentinaUnida https://t.co/jYhhRy8Lcl,33,8
1233842066184196096,Sat Feb 29 19:50:46 +0000 2020,False,False,La Empoderada.Orquesta Atípica,1025084749164040192,,tecnopolis CCK TangoHembra tangomujeres LaEmpoderada,False,1233842066184196096,Sat Feb 29 19:50:46 +0000 2020,La Empoderada.Orquesta Atípica,1025084749164040192,HOY empieza esta serie de 3 conciertos maravillosos que tendremos empezando nuestro 2020. 🎉HOY 29 de Febrero REAPERTURA #tecnopolis. 🔥JUEVES 5 de Marzo 20hs  EN EL #CCK. 🌈 SABADO 7 de Marzo 2do Festival #TangoHembra Les esperamos! #tangomujeres #LaEmpoderada https://t.co/1crGSUSnEd,7,2
1233959370318368768,Sun Mar 01 03:36:54 +0000 2020,False,False,daniaugurio💚💜,1063519367055532037,AtipicaLa,,True,1233842066184196096,Sat Feb 29 19:50:46 +0000 2020,La Empoderada.Orquesta Atípica,1025084749164040192,HOY empieza esta serie de 3 conciertos maravillosos que tendremos empezando nuestro 2020. 🎉HOY 29 de Febrero REAPERTURA #tecnopolis. 🔥JUEVES 5 de Marzo 20hs  EN EL #CCK. 🌈 SABADO 7 de Marzo 2do Festival #TangoHembra Les esperamos! #tangomujeres #LaEmpoderada https://t.co/1crGSUSnEd,7,2
1233958614777450498,Sun Mar 01 03:33:54 +0000 2020,False,False,eli,4498816109,CulturaNacionAR miss_bolivia,NosotrasMovemosElMundo,True,1233930775072059393,Sun Mar 01 01:43:16 +0000 2020,Cultura Nación,216106179,🎶🙋‍♀🎤 Mañana 1º de marzo a las 22 h @miss_bolivia cierra la primera jornada de #NosotrasMovemosElMundo con un show en el Escenario de las Banderas de #Tecnópolis. ¡Vení a cantar con todos!  #ArgentinaUnida https://t.co/w4crZaztum,43,19
1233958102799613958,Sun Mar 01 03:31:52 +0000 2020,False,False,eli,4498816109,TecnopolisArg,Tecnópolis,True,1233935966399860736,Sun Mar 01 02:03:54 +0000 2020,Tecnópolis,299896959,"El ciclo de Atardeceres en #Tecnópolis va llegando a su fin y nos deja un sabor a ternura y esperanza. Este domingo 1° de Marzo desde las 18 y hasta las 23, nace la campaña #NosotrasMovemosElMundo. ¡Te esperamos con los brazos abiertos!  #ArgentinaUnida https://t.co/AJimOwUKY4",89,34
1233957652994174976,Sun Mar 01 03:30:04 +0000 2020,False,False,Andrea,222441441,Viscurt sztajnszrajber,,True,1233908088920510465,Sun Mar 01 00:13:07 +0000 2020,Pablo Wittner,115131295,"La nave de la ciencia repleta, del lado de adentro y del lado de afuera,  viendo en vivo y en pantallas a @sztajnszrajber y @FelipePigna hablando de filosofía y de historia. Volvió Tecnópolis y resulta que había miles ansiosos por saber. https://t.co/g4w2r4ojbe",196,24
1233957598283649025,Sun Mar 01 03:29:51 +0000 2020,False,False,Juan Carlos Ferraris,2849229628,tamarakapitula SabinaFrederic,,True,1233603953570537474,Sat Feb 29 04:04:36 +0000 2020,Tamara Kap 🐱🖤,2620538902,"Te enteraste @SabinaFrederic ? Digo, porque después te leo hablar de satélites y de un Tecnópolis “reabierto” que jamás cerró https://t.co/ABDQ3xnwip",129,75
1233957548836950017,Sun Mar 01 03:29:40 +0000 2020,False,False,Martín,1723955994,TecnopolisArg miss_bolivia,NosotrasMovemosElMundo,True,1233931386760896512,Sun Mar 01 01:45:42 +0000 2020,Tecnópolis,299896959,🎶🙋‍♀🎤 Mañana 1º de marzo a las 22 h @miss_bolivia cierra la primera jornada de #NosotrasMovemosElMundo con un show en el Escenario Banderas de #Tecnópolis. ¡Vení a cantar con todes!  #ArgentinaUnida https://t.co/h7RbZuGdAR,53,14
